player_id_text,name,team,position,role_id,fit
LONB_P15, John Gittentino,London Blues,LW,Traditional Winger,4
LONB_P15, John Gittentino,London Blues,LW,Inverted Winger,4
LONB_P16, Esteinho,London Blues,RW,Inside Forward,4
LONB_P16, Esteinho,London Blues,RW,Traditional Winger,3
LONB_P16, Esteinho,London Blues,RW,Inverted Winger,4
LONB_P17, Michael Jackson,London Blues,ST,Poacher,2
LONB_P17, Michael Jackson,London Blues,ST,Target Man,3
LONB_P17, Michael Jackson,London Blues,ST,Complete Forward,4
LONB_P17, Michael Jackson,London Blues,ST,Deep-Lying Forward,4
LONB_P18, Liam Rap,London Blues,ST,Poacher,4
LONB_P18, Liam Rap,London Blues,ST,Target Man,3
LONB_P18, Liam Rap,London Blues,ST,Complete Forward,2
LONB_P18, Liam Rap,London Blues,ST,Deep-Lying Forward,1
LONB_P19, João Pinho,London Blues,ST,Poacher,3
LONB_P19, João Pinho,London Blues,ST,Target Man,3
LONB_P19, João Pinho,London Blues,ST,Complete Forward,4
LONB_P19, João Pinho,London Blues,ST,Deep-Lying Forward,4
LONB_P20, Jefferey Hato,London Blues,LB,Inverted,2
LONB_P20, Jefferey Hato,London Blues,LB,Wingback,4
LONB_P20, Jefferey Hato,London Blues,LB,Defensive Fullback,5
MANR_P01, Andre Onyana,Manchester Reds,GK,Traditional Keeper,2
MANR_P01, Andre Onyana,Manchester Reds,GK,Modern Keeper,3
MANR_P02, Altay Baydaro,Manchester Reds,GK,Traditional Keeper,4
MANR_P02, Altay Baydaro,Manchester Reds,GK,Modern Keeper,3
MANR_P03, Diogo Daloto,Manchester Reds,RB,Inverted,2
MANR_P03, Diogo Daloto,Manchester Reds,RB,Wingback,4
MANR_P03, Diogo Daloto,Manchester Reds,RB,Defensive Fullback,4
MANR_P04, Nick Mazraouy,Manchester Reds,RB,Inverted,1
MANR_P04, Nick Mazraouy,Manchester Reds,RB,Wingback,4
MANR_P04, Nick Mazraouy,Manchester Reds,RB,Defensive Fullback,4
MANR_P05, Matthijs De Ligtan,Manchester Reds,CB,No-Nonsense CB,4
MANR_P05, Matthijs De Ligtan,Manchester Reds,CB,Ball-Playing CB,2
MANR_P05, Matthijs De Ligtan,Manchester Reds,CB,Balanced CB,4
MANR_P06, Harry Maguireto,Manchester Reds,CB,No-Nonsense CB,5
MANR_P06, Harry Maguireto,Manchester Reds,CB,Ball-Playing CB,4
MANR_P06, Harry Maguireto,Manchester Reds,CB,Balanced CB,4
MANR_P07, Leny Yorano,Manchester Reds,CB,No-Nonsense CB,4
MANR_P07, Leny Yorano,Manchester Reds,CB,Ball-Playing CB,4
MANR_P07, Leny Yorano,Manchester Reds,CB,Balanced CB,4
MANR_P08, Luke Shawell,Manchester Reds,LB,Inverted,2
MANR_P08, Luke Shawell,Manchester Reds,LB,Wingback,2
MANR_P08, Luke Shawell,Manchester Reds,LB,Defensive Fullback,4
MANR_P09, Tyrell Malasio,Manchester Reds,LB,Inverted,1
MANR_P09, Tyrell Malasio,Manchester Reds,LB,Wingback,4
MANR_P09, Tyrell Malasio,Manchester Reds,LB,Defensive Fullback,4
MANR_P10, Caseminho,Manchester Reds,DM,Deep-Lying Playmaker,4
MANR_P10, Caseminho,Manchester Reds,DM,Ball-Winning DM,2
MANR_P10, Caseminho,Manchester Reds,DM,Anchorman,4
MANR_P11, Kobbie Mainoro,Manchester Reds,CM,All-Around Midfielder,4
MANR_P11, Kobbie Mainoro,Manchester Reds,CM,Box-to-Box,4
MANR_P11, Kobbie Mainoro,Manchester Reds,CM,Deep-Lying Playmaker,2
MANR_P11, Kobbie Mainoro,Manchester Reds,CM,Box Crasher,4
MANR_P11, Kobbie Mainoro,Manchester Reds,CM,Mezzala,3
MANR_P12, Mason Mountley,Manchester Reds,CM,All-Around Midfielder,4
MANR_P12, Mason Mountley,Manchester Reds,CM,Box-to-Box,3
MANR_P12, Mason Mountley,Manchester Reds,CM,Deep-Lying Playmaker,1
MANR_P12, Mason Mountley,Manchester Reds,CM,Box Crasher,4
MANR_P12, Mason Mountley,Manchester Reds,CM,Mezzala,3
MANR_P13, Broon ,Manchester Reds,AM,No. 10,5
MANR_P13, Broon ,Manchester Reds,AM,Shadow Striker,3
MANR_P14, Manny Ugarteko,Manchester Reds,DM,Deep-Lying Playmaker,2
MANR_P14, Manny Ugarteko,Manchester Reds,DM,Ball-Winning DM,4
MANR_P14, Manny Ugarteko,Manchester Reds,DM,Anchorman,3
MANR_P15, Reginald Hojlundo,Manchester Reds,ST,Poacher,4
MANR_P15, Reginald Hojlundo,Manchester Reds,ST,Target Man,3
MANR_P15, Reginald Hojlundo,Manchester Reds,ST,Complete Forward,3
MANR_P15, Reginald Hojlundo,Manchester Reds,ST,Deep-Lying Forward,2
MANR_P16, Joshua Zirkzay,Manchester Reds,ST,Poacher,2
MANR_P16, Joshua Zirkzay,Manchester Reds,ST,Target Man,1
MANR_P16, Joshua Zirkzay,Manchester Reds,ST,Complete Forward,4
MANR_P16, Joshua Zirkzay,Manchester Reds,ST,Deep-Lying Forward,5
MANR_P17, Matheus Cunhado,Manchester Reds,ST,Poacher,2
MANR_P17, Matheus Cunhado,Manchester Reds,ST,Target Man,1
MANR_P17, Matheus Cunhado,Manchester Reds,ST,Complete Forward,4
MANR_P17, Matheus Cunhado,Manchester Reds,ST,Deep-Lying Forward,5
MANR_P18, Amad Jones,Manchester Reds,RW,Inside Forward,4
MANR_P18, Amad Jones,Manchester Reds,RW,Traditional Winger,4
MANR_P18, Amad Jones,Manchester Reds,RW,Inverted Winger,4
MANR_P19, Benjamin Shesk,Manchester Reds,ST,Poacher,4
MANR_P19, Benjamin Shesk,Manchester Reds,ST,Target Man,5
MANR_P19, Benjamin Shesk,Manchester Reds,ST,Complete Forward,1
MANR_P19, Benjamin Shesk,Manchester Reds,ST,Deep-Lying Forward,0
MANR_P20,Garnahino,Manchester Reds,LW,Inside Forward,4
MANR_P20,Garnahino,Manchester Reds,LW,Traditional Winger,2
MANR_P20,Garnahino,Manchester Reds,LW,Inverted Winger,3
MCBL_P01, Edersono,Manchester Blues,GK,Traditional Keeper,2
MCBL_P01, Edersono,Manchester Blues,GK,Modern Keeper,5
MCBL_P02, James Traffordi,Manchester Blues,GK,Traditional Keeper,4
MCBL_P02, James Traffordi,Manchester Blues,GK,Modern Keeper,4
MCBL_P03, Stefan Ortegara,Manchester Blues,GK,Traditional Keeper,4
MCBL_P03, Stefan Ortegara,Manchester Blues,GK,Modern Keeper,4
MCBL_P04, Ruben Diasal,Manchester Blues,CB,No-Nonsense CB,4
MCBL_P04, Ruben Diasal,Manchester Blues,CB,Ball-Playing CB,4
MCBL_P04, Ruben Diasal,Manchester Blues,CB,Balanced CB,4
MCBL_P05, John Stonese,Manchester Blues,CB,No-Nonsense CB,2
MCBL_P05, John Stonese,Manchester Blues,CB,Ball-Playing CB,5
MCBL_P05, John Stonese,Manchester Blues,CB,Balanced CB,4
MCBL_P06, Jeff Gvard,Manchester Blues,CB,No-Nonsense CB,4
MCBL_P06, Jeff Gvard,Manchester Blues,CB,Ball-Playing CB,5
MCBL_P06, Jeff Gvard,Manchester Blues,CB,Balanced CB,5
MCBL_P07, Nathan Aketon,Manchester Blues,CB,No-Nonsense CB,3
MCBL_P07, Nathan Aketon,Manchester Blues,CB,Ball-Playing CB,4
MCBL_P07, Nathan Aketon,Manchester Blues,CB,Balanced CB,4
MCBL_P08, Melo Akanjia,Manchester Blues,CB,No-Nonsense CB,4
MCBL_P08, Melo Akanjia,Manchester Blues,CB,Ball-Playing CB,2
MCBL_P08, Melo Akanjia,Manchester Blues,CB,Balanced CB,4
MCBL_P09, Tyrico Lewison,Manchester Blues,RB,Inverted,3
MCBL_P09, Tyrico Lewison,Manchester Blues,RB,Wingback,5
MCBL_P09, Tyrico Lewison,Manchester Blues,RB,Defensive Fullback,2
MCBL_P10, Ray Ail-Noradis,Manchester Blues,LB,Inverted,2
MCBL_P10, Ray Ail-Noradis,Manchester Blues,LB,Wingback,4
MCBL_P10, Ray Ail-Noradis,Manchester Blues,LB,Defensive Fullback,4
MCBL_P11, Rodriano,Manchester Blues,DM,Deep-Lying Playmaker,5
MCBL_P11, Rodriano,Manchester Blues,DM,Ball-Winning DM,4
MCBL_P11, Rodriano,Manchester Blues,DM,Anchorman,5
MCBL_P12, Ben Silvado,Manchester Blues,AM,No. 10,4
MCBL_P12, Ben Silvado,Manchester Blues,AM,Shadow Striker,2
MCBL_P13, Walter Fodera,Manchester Blues,AM,No. 10,4
MCBL_P13, Walter Fodera,Manchester Blues,AM,Shadow Striker,4
MCBL_P14, Jack Greal,Manchester Blues,LW,Inside Forward,4
MCBL_P14, Jack Greal,Manchester Blues,LW,Traditional Winger,2
MCBL_P14, Jack Greal,Manchester Blues,LW,Inverted Winger,5
MCBL_P15, Mateo Kova,Manchester Blues,CM,All-Around Midfielder,4
MCBL_P15, Mateo Kova,Manchester Blues,CM,Box-to-Box,3
MCBL_P15, Mateo Kova,Manchester Blues,CM,Deep-Lying Playmaker,4
MCBL_P15, Mateo Kova,Manchester Blues,CM,Box Crasher,2
MCBL_P15, Mateo Kova,Manchester Blues,CM,Mezzala,1
MCBL_P16, Matheus Nuneski,Manchester Blues,CM,All-Around Midfielder,4
MCBL_P16, Matheus Nuneski,Manchester Blues,CM,Box-to-Box,3
MCBL_P16, Matheus Nuneski,Manchester Blues,CM,Deep-Lying Playmaker,2
MCBL_P16, Matheus Nuneski,Manchester Blues,CM,Box Crasher,1
MCBL_P16, Matheus Nuneski,Manchester Blues,CM,Mezzala,5
MCBL_P17, Erling HaaHaa,Manchester Blues,ST,Poacher,5
MCBL_P17, Erling HaaHaa,Manchester Blues,ST,Target Man,5
MCBL_P17, Erling HaaHaa,Manchester Blues,ST,Complete Forward,1
MCBL_P17, Erling HaaHaa,Manchester Blues,ST,Deep-Lying Forward,0
MCBL_P18, Joshua Dokuva,Manchester Blues,RW,Inside Forward,3
MCBL_P18, Joshua Dokuva,Manchester Blues,RW,Traditional Winger,4
MCBL_P18, Joshua Dokuva,Manchester Blues,RW,Inverted Winger,5
MCBL_P19,Savv,Manchester Blues,LW,Inside Forward,4
MCBL_P19,Savv,Manchester Blues,LW,Traditional Winger,4
MCBL_P19,Savv,Manchester Blues,LW,Inverted Winger,4
MCBL_P20, Oscar Bobbelli,Manchester Blues,RW,Inside Forward,4
MCBL_P20, Oscar Bobbelli,Manchester Blues,RW,Traditional Winger,3
MCBL_P20, Oscar Bobbelli,Manchester Blues,RW,Inverted Winger,4
SCOS_P01, Alisson Betker,Scousers,GK,Traditional Keeper,5
SCOS_P01, Alisson Betker,Scousers,GK,Modern Keeper,5
SCOS_P02, Giorgi Marelashvili,Scousers,GK,Traditional Keeper,4
SCOS_P02, Giorgi Marelashvili,Scousers,GK,Modern Keeper,4
SCOS_P03, Freddie Woodmani,Scousers,GK,Traditional Keeper,3
SCOS_P03, Freddie Woodmani,Scousers,GK,Modern Keeper,4
SCOS_P04, Virgil Vandi,Scousers,CB,No-Nonsense CB,5
SCOS_P04, Virgil Vandi,Scousers,CB,Ball-Playing CB,4
SCOS_P04, Virgil Vandi,Scousers,CB,Balanced CB,5
SCOS_P05, Ibrah Konatez,Scousers,CB,No-Nonsense CB,4
SCOS_P05, Ibrah Konatez,Scousers,CB,Ball-Playing CB,3
SCOS_P05, Ibrah Konatez,Scousers,CB,Balanced CB,4
SCOS_P06, Joe Gomezi,Scousers,CB,No-Nonsense CB,4
SCOS_P06, Joe Gomezi,Scousers,CB,Ball-Playing CB,2
SCOS_P06, Joe Gomezi,Scousers,CB,Balanced CB,4
SCOS_P07, Milos Kerkezo,Scousers,LB,Inverted,1
SCOS_P07, Milos Kerkezo,Scousers,LB,Wingback,5
SCOS_P07, Milos Kerkezo,Scousers,LB,Defensive Fullback,3
SCOS_P08, Conor Braddley,Scousers,RB,Inverted,2
SCOS_P08, Conor Braddley,Scousers,RB,Wingback,5
SCOS_P08, Conor Braddley,Scousers,RB,Defensive Fullback,4
SCOS_P09, Giovanni Leoniardo,Scousers,CB,No-Nonsense CB,4
SCOS_P09, Giovanni Leoniardo,Scousers,CB,Ball-Playing CB,4
SCOS_P09, Giovanni Leoniardo,Scousers,CB,Balanced CB,4
SCOS_P10, Jeremie Frimponga,Scousers,RB,Inverted,1
SCOS_P10, Jeremie Frimponga,Scousers,RB,Wingback,5
SCOS_P10, Jeremie Frimponga,Scousers,RB,Defensive Fullback,0
SCOS_P11, Wataru Endozo,Scousers,DM,Deep-Lying Playmaker,2
SCOS_P11, Wataru Endozo,Scousers,DM,Ball-Winning DM,4
SCOS_P11, Wataru Endozo,Scousers,DM,Anchorman,5
SCOS_P12, Dominik Szoboszlaino,Scousers,CM,All-Around Midfielder,4
SCOS_P12, Dominik Szoboszlaino,Scousers,CM,Box-to-Box,2
SCOS_P12, Dominik Szoboszlaino,Scousers,CM,Deep-Lying Playmaker,1
SCOS_P12, Dominik Szoboszlaino,Scousers,CM,Box Crasher,4
SCOS_P12, Dominik Szoboszlaino,Scousers,CM,Mezzala,4
SCOS_P13, Alexis Mac Allistair,Scousers,CM,All-Around Midfielder,4
SCOS_P13, Alexis Mac Allistair,Scousers,CM,Box-to-Box,4
SCOS_P13, Alexis Mac Allistair,Scousers,CM,Deep-Lying Playmaker,3
SCOS_P13, Alexis Mac Allistair,Scousers,CM,Box Crasher,4
SCOS_P13, Alexis Mac Allistair,Scousers,CM,Mezzala,3
SCOS_P14, Curtis Joneston,Scousers,CM,All-Around Midfielder,4
SCOS_P14, Curtis Joneston,Scousers,CM,Box-to-Box,2
SCOS_P14, Curtis Joneston,Scousers,CM,Deep-Lying Playmaker,1
SCOS_P14, Curtis Joneston,Scousers,CM,Box Crasher,3
SCOS_P14, Curtis Joneston,Scousers,CM,Mezzala,4
SCOS_P15, Harvey Elliotte,Scousers,AM,No. 10,4
SCOS_P15, Harvey Elliotte,Scousers,AM,Shadow Striker,2
SCOS_P16, Mohamed Saloha,Scousers,RW,Inside Forward,5
SCOS_P16, Mohamed Saloha,Scousers,RW,Traditional Winger,5
SCOS_P16, Mohamed Saloha,Scousers,RW,Inverted Winger,5
SCOS_P17, Florian Virtzso,Scousers,AM,No. 10,5
SCOS_P17, Florian Virtzso,Scousers,AM,Shadow Striker,4
SCOS_P18, Federico Chiesan,Scousers,LW,Inside Forward,5
SCOS_P18, Federico Chiesan,Scousers,LW,Traditional Winger,3
SCOS_P18, Federico Chiesan,Scousers,LW,Inverted Winger,3
SCOS_P19, Cody Gakporenzo,Scousers,LW,Inside Forward,5
SCOS_P19, Cody Gakporenzo,Scousers,LW,Traditional Winger,2
SCOS_P19, Cody Gakporenzo,Scousers,LW,Inverted Winger,3
SCOS_P20, Hugo Ekitiko,Scousers,ST,Poacher,2
SCOS_P20, Hugo Ekitiko,Scousers,ST,Target Man,3
SCOS_P20, Hugo Ekitiko,Scousers,ST,Complete Forward,5
SCOS_P20, Hugo Ekitiko,Scousers,ST,Deep-Lying Forward,4
RMAD_P01, Thibaut Curtis,90 Mins is a Long Time,GK,Traditional Keeper,5
RMAD_P01, Thibaut Curtis,90 Mins is a Long Time,GK,Modern Keeper,2
RMAD_P02, Andy Luninor,90 Mins is a Long Time,GK,Traditional Keeper,4
RMAD_P02, Andy Luninor,90 Mins is a Long Time,GK,Modern Keeper,4
RMAD_P03, Dani Carve,90 Mins is a Long Time,RB,Inverted,3
RMAD_P03, Dani Carve,90 Mins is a Long Time,RB,Wingback,4
RMAD_P03, Dani Carve,90 Mins is a Long Time,RB,Defensive Fullback,4
RMAD_P04, Eder A Milli,90 Mins is a Long Time,CB,No-Nonsense CB,5
RMAD_P04, Eder A Milli,90 Mins is a Long Time,CB,Ball-Playing CB,3
RMAD_P04, Eder A Milli,90 Mins is a Long Time,CB,Balanced CB,4
RMAD_P05, Dave Alabama,90 Mins is a Long Time,CB,No-Nonsense CB,4
RMAD_P05, Dave Alabama,90 Mins is a Long Time,CB,Ball-Playing CB,3
RMAD_P05, Dave Alabama,90 Mins is a Long Time,CB,Balanced CB,4
RMAD_P06, Trenty Alex Anthony,90 Mins is a Long Time,RB,Inverted,5
RMAD_P06, Trenty Alex Anthony,90 Mins is a Long Time,RB,Wingback,5
RMAD_P06, Trenty Alex Anthony,90 Mins is a Long Time,RB,Defensive Fullback,1
RMAD_P07, Antonio Ruud,90 Mins is a Long Time,CB,No-Nonsense CB,5
RMAD_P07, Antonio Ruud,90 Mins is a Long Time,CB,Ball-Playing CB,3
RMAD_P07, Antonio Ruud,90 Mins is a Long Time,CB,Balanced CB,4
RMAD_P08, Mendyo,90 Mins is a Long Time,LB,Inverted,3
RMAD_P08, Mendyo,90 Mins is a Long Time,LB,Wingback,3
RMAD_P08, Mendyo,90 Mins is a Long Time,LB,Defensive Fullback,5
RMAD_P09, Dean Hui,90 Mins is a Long Time,CB,No-Nonsense CB,3
RMAD_P09, Dean Hui,90 Mins is a Long Time,CB,Ball-Playing CB,5
RMAD_P09, Dean Hui,90 Mins is a Long Time,CB,Balanced CB,4
RMAD_P10, Jo Bellingmano,90 Mins is a Long Time,AM,No. 10,5
RMAD_P10, Jo Bellingmano,90 Mins is a Long Time,AM,Shadow Striker,5
RMAD_P11, Edu Cama,90 Mins is a Long Time,CM,All-Around Midfielder,4
RMAD_P11, Edu Cama,90 Mins is a Long Time,CM,Box-to-Box,4
RMAD_P11, Edu Cama,90 Mins is a Long Time,CM,Deep-Lying Playmaker,4
RMAD_P11, Edu Cama,90 Mins is a Long Time,CM,Box Crasher,3
RMAD_P11, Edu Cama,90 Mins is a Long Time,CM,Mezzala,4
RMAD_P12, Ford Valverdelo,90 Mins is a Long Time,CM,All-Around Midfielder,5
RMAD_P12, Ford Valverdelo,90 Mins is a Long Time,CM,Box-to-Box,5
RMAD_P12, Ford Valverdelo,90 Mins is a Long Time,CM,Deep-Lying Playmaker,4
RMAD_P12, Ford Valverdelo,90 Mins is a Long Time,CM,Box Crasher,4
RMAD_P12, Ford Valverdelo,90 Mins is a Long Time,CM,Mezzala,5
RMAD_P13, Aba Tchouamener,90 Mins is a Long Time,DM,Deep-Lying Playmaker,4
RMAD_P13, Aba Tchouamener,90 Mins is a Long Time,DM,Ball-Winning DM,5
RMAD_P13, Aba Tchouamener,90 Mins is a Long Time,DM,Anchorman,4
RMAD_P14, Amad Guleran,90 Mins is a Long Time,AM,No. 10,5
RMAD_P14, Amad Guleran,90 Mins is a Long Time,AM,Shadow Striker,3
RMAD_P15, Dani Cellyba,90 Mins is a Long Time,CM,All-Around Midfielder,4
RMAD_P15, Dani Cellyba,90 Mins is a Long Time,CM,Box-to-Box,2
RMAD_P15, Dani Cellyba,90 Mins is a Long Time,CM,Deep-Lying Playmaker,4
RMAD_P15, Dani Cellyba,90 Mins is a Long Time,CM,Box Crasher,3
RMAD_P15, Dani Cellyba,90 Mins is a Long Time,CM,Mezzala,2
RMAD_P16,Vinihino,90 Mins is a Long Time,LW,Inside Forward,5
RMAD_P16,Vinihino,90 Mins is a Long Time,LW,Traditional Winger,2
RMAD_P16,Vinihino,90 Mins is a Long Time,LW,Inverted Winger,5
RMAD_P17,Killy Frappe,90 Mins is a Long Time,ST,Poacher,5
RMAD_P17,Killy Frappe,90 Mins is a Long Time,ST,Target Man,2
RMAD_P17,Killy Frappe,90 Mins is a Long Time,ST,Complete Forward,5
RMAD_P17,Killy Frappe,90 Mins is a Long Time,ST,Deep-Lying Forward,5
RMAD_P18, Rodyrgomanto,90 Mins is a Long Time,RW,Inside Forward,5
RMAD_P18, Rodyrgomanto,90 Mins is a Long Time,RW,Traditional Winger,3
RMAD_P18, Rodyrgomanto,90 Mins is a Long Time,RW,Inverted Winger,4
RMAD_P19, Endrodrick,90 Mins is a Long Time,ST,Poacher,5
RMAD_P19, Endrodrick,90 Mins is a Long Time,ST,Target Man,3
RMAD_P19, Endrodrick,90 Mins is a Long Time,ST,Complete Forward,4
RMAD_P19, Endrodrick,90 Mins is a Long Time,ST,Deep-Lying Forward,3
RMAD_P20, Frank Masta,90 Mins is a Long Time,AM,No. 10,4
RMAD_P20, Frank Masta,90 Mins is a Long Time,AM,Shadow Striker,4
REGF_P01, Marc-Andre Ter Stegino,Register FC,GK,Traditional Keeper,2
REGF_P01, Marc-Andre Ter Stegino,Register FC,GK,Modern Keeper,4
REGF_P02,Joao Garcia,Register FC,GK,Traditional Keeper,5
REGF_P02,Joao Garcia,Register FC,GK,Modern Keeper,4
REGF_P03, Woj Sceshz,Register FC,GK,Traditional Keeper,4
REGF_P03, Woj Sceshz,Register FC,GK,Modern Keeper,4
REGF_P04, Pau Barsi,Register FC,CB,No-Nonsense CB,3
